sample_id,CleanDataSize,CleanQ30,TotalContigLength,ContigCount
BAT512,621691484,96.05,11381025,17065
BAT513,14467850078,91.66,296068570,543612
BAT514,1591261463,95.97,73924033,147549
BAT515,6124123896,96.15,404490092,559972
BAT516,2417269899,93.09,128261844,248115
BAT517,1023764597,96.2,31187735,55398
BAT582,2172085031,83.66,4461363,9190
BAT591,5128712474,95.29,304952190,468931
BAT592,3367955259,91.8,77660077,141826
BAT593,8208251607,91.07,437905719,587065
BAT594,8329816593,92.52,325888433,604647
BAT595,6335126223,96.08,533635471,718955
BAT596,1481342633,96.39,46432735,86845
BAT597,3797971703,91.31,104075525,226197
BAT598,4901387359,92.3,441842316,610409
BAT599,559453215,92.79,17404259,34835
BAT6,17732595208,87.5,556491068,876604
BAT600,2485583281,95,158347058,292255
BAT601,5101300052,94.71,509043044,713774
BAT602,7743663117,94.78,655679988,741197
BAT603,12835405003,91.76,491764686,682296
BAT604,2064037314,90.29,33479528,70818
BAT605,5408385509,90.29,113034099,240821
BAT606,6052432503,92.08,588884982,675348
BAT607,3359564137,93.3,113811343,120716
BAT608,4875127892,92.79,384398339,553117
BAT609,2172142121,93.11,42003247,92836
BAT610,2076334206,89.43,17073085,34531
BAT611,5319156107,88.2,142426416,309414
BAT612,5799665863,87.06,113311770,241776
BAT613,6793369226,91.62,381297902,802284
BAT614,3823966122,88.66,59220241,109013
BAT615,12561418762,89.47,166693526,316698
BAT616,4232088657,89.55,65017043,128671
BAT617,10958664349,90.62,187178233,144148
BAT618,1669087279,93.89,40210368,63560
BAT619,5039762569,93.86,165863286,117077
BAT620,8863240131,90.65,89047095,200894
BAT621,4423252428,92.56,96079017,176862
BAT624,3935839756,93.16,143650921,145753
BAT625,6418708543,91.15,66349400,117683
BAT626,5095933297,91.5,54221733,91649
BAT627,7918892082,91.73,155057589,133575
BAT630,7528949793,90.77,71475451,148649
BAT631,3302846278,90.75,48328838,90994
BAT632,4521155468,89.5,65263379,142383
BAT7,14980253732,85.08,86838851,145462
BAT781,120352070,83.71,289176,741
BAT784,306911045,86.45,1135903,2014
BAT8,18326714880,85.53,151067873,249829
BAT854,1209832749,86.22,1966026,4287
BAT895,1102908807,84.72,5899687,8213
BAT899,885062161,85.27,3043700,6101
BAT9,21498467902,86.88,558152416,862664
BAT905,1791046693,86.95,6639033,7576
BAT906,1934447386,84.63,4887742,8269
BAT908,2491904284,85.07,8764622,9345
BAT936,4238125554,85.72,17522970,28304
BATORAL10R,3666148301,88.7,165068772,337474
BATORAL10VTM,21642194110,91,963014813,1301082
BATORAL11R,338876411,90.21,9241773,19606
BATORAL11VTM,26121579294,90.63,1253600874,1618679
BATORAL12R,887873566,88.45,22370567,51072
BATORAL12VTM,12240611988,88.33,649714824,903139
BATORAL13R,901248853,88.53,18039729,36967
BATORAL13VTM,13546550608,88.52,573581246,948529
BATORAL14R,699644695,89.96,16317192,38185
BATORAL14VTM,18557244242,89.23,1503060631,1550950
BATORAL15R,608302480,87.44,11171568,24816
BATORAL15VTM,14930865363,89.75,1016469601,1577972
BATORAL16R,689321160,86.43,16343114,37659
BATORAL16VTM,35742931090,91.54,1712616861,1369197
BATORAL17R,1304878619,88.84,42612243,99084
BATORAL17VTM,19906139925,89.09,1127130285,1496981
BATORAL18R,814763581,90.89,29698720,70226
BATORAL18VTM,7083114103,89.77,372918404,664728
BATORAL19R,301770827,90.15,7926734,18114
BATORAL19VTM,19585530385,90.83,1239919829,1645592
BATORAL1R,1975302002,89.61,71627036,158956
BATORAL1VTM,8844198946,90.51,576503093,1083738
BATORAL20R,511132985,88.58,13175656,27476
BATORAL20VTM,16568333332,91.16,882585986,1258035
BATORAL21R,2311631206,88.77,83610136,183016
BATORAL21VTM,12681457848,90.92,787766229,1066525
BATORAL22R,1033571256,87.05,26727562,60996
BATORAL22VTM,11248355724,91.67,617305778,861083
BATORAL23R,448538848,88.31,8270344,17417
BATORAL23VTM,20986337286,90.17,1176508945,1509935
BATORAL24R,520254676,89.96,14413445,32599
BATORAL24VTM,15154475568,89.96,798129252,1225946
BATORAL25R,1488612511,89.57,72855206,162269
BATORAL25VTM,31217181421,90.86,1375722210,2036547
BATORAL26R,648357496,90.6,22766984,53076
BATORAL26VTM,25751901343,88.79,1002571150,1287501
BATORAL27R,536013889,91.89,15512151,34387
BATORAL27VTM,17978981857,90.33,1139198470,1660774
BATORAL28R,2155936700,87.06,113439187,242782
BATORAL28VTM,20082054227,90.76,1027443428,1291704
BATORAL29R,858298071,87.45,21945864,52269
BATORAL29VTM,10874850278,90.2,464077596,797547
BATORAL2R,776833657,91.1,15451946,34991
BATORAL2VTM,3765045478,89.6,212671104,479282
BATORAL30R,1652997631,89.09,86515187,186991
BATORAL30VTM,15954689931,91,915503745,1163616
BATORAL31R,791573910,90.87,38526258,86117
BATORAL31VTM,4952571907,89.76,305993014,555740
BATORAL32R,916537007,88.98,30933550,70266
BATORAL32VTM,19083156214,89.17,958043381,1239667
BATORAL33R,765749319,89.52,21231851,48214
BATORAL33VTM,23702624408,89.72,996719193,1287554
BATORAL34R,3422984605,88.67,262883625,473590
BATORAL34VTM,4783354450,95.18,300121155,567539
BATORAL35R,818957910,89.1,26293858,59050
BATORAL35VTM,27119406446,89.09,1776747649,1894912
BATORAL3R,1327890734,90.76,50387290,115476
BATORAL3VTM,32716518162,90.13,1273263874,1951446
BATORAL4R,438223085,89.8,12754292,25582
BATORAL5R,2434026351,87.17,51767968,119907
BATORAL5VTM,12948580848,91.96,677335924,1184687
BATORAL6R,833722666,85.93,12105853,27258
BATORAL6VTM,29171889164,89.85,1258916181,1529891
BATORAL7R,3253222137,88.91,153349142,311423
BATORAL7VTM,22360017076,90.7,1577309968,1722622
BATORAL8R,547500644,88.68,9588181,21471
BATORAL8VTM,27984779314,90.97,1751615671,1581612
BATORAL9R,1177948108,87.79,20364719,45817
BATORAL9VTM,21519902912,91.12,1046658597,1503792
BFS048,95588430,84.67,1109098,2450
BFS050,971702745,91.14,25596140,43218
BFS051,294259057,84.94,6335375,12287
BFS054,13229980863,91.53,1275937936,1755540
BFS058,775999241,87.99,13574007,30125
BFS059,2173071817,84.52,48064874,113413
BFS070,604166302,82.92,6509815,288
BFS074,7568949010,82.59,207552135,421380
BFS077,2177064326,81.6,9606480,22246
BFS079,6081579620,81.95,32007641,76146
BFS094,3865663482,91.79,307472592,444168
BFS095,214481419,84.71,3700678,7356
BFS096,7938270120,82.94,340304518,608680
BFS099,5989622206,83.95,449382293,798348
BFS103,11663974320,82.12,266130256,570562
BFS126,5417529919,84.75,136640236,301208
BFS127,1161016475,90.03,20994560,31673
BFS128,1023726548,87.74,27656867,53765
BFS131,530172712,86.36,7546047,17511
BFS132,1231459055,88.43,14443174,32326
BFS133,4334840948,83.77,107908513,164754
BFS154,2422699719,86.45,141979316,295488
BFS182,8744318785,87.09,245976227,331827
KAK186,73948595,84.21,49280,91
KBR10SL,23450996888,93.8,1366171743,2072200
KBR11SL,7066818742,93.23,240898806,570243
KBR12SL,10645326198,94.22,678039483,1435818
KBR13SL,3665145998,92.33,65859520,175370
KBR14SL,9817792587,94.11,581738821,1245696
KBR15SL,9659024966,94.4,655488076,1369853
KBR16SL,12719105569,94.44,809288197,1586406
KBR17SL,30080266787,93.08,1596362049,1802836
KBR18SL,381676762,93.58,1938830,4474
KBR19SL,13415550897,95.88,709444272,1518764
KBR1SL,4834752467,95.79,212214229,524446
KBR20SL,30856287713,94.21,1627866450,1678910
KBR21SL,28749686114,96.39,1415665988,2050184
KBR22SL,27854194063,93.77,1563742238,1862734
KBR23SL,17782195906,96.63,1045068356,1922816
KBR24SL,31322339477,94.03,1627692863,1576580
KBR25SL,1557089841,93.63,23404459,60859
KBR26SL,5318385811,97.45,168731897,395479
KBR27SL,24500511849,97.11,1575275531,1808810
KBR28SL,27568424452,97.3,1653217666,1639269
KBR29SL,6062993742,96.34,288790658,696994
KBR2SL,15865469717,95.09,972400680,1737940
KBR30SL,11116003460,96.16,678573223,1408256
KBR31SL,5990681590,96.82,334127801,791595
KBR32SL,24764004064,97.28,1368140187,1681459
KBR33SL,8001618033,97.51,493914164,1092162
KBR34SL,24189913909,96.71,1464680950,2008027
KBR35SL,35324864419,96.76,1702880769,1586980
KBR36SL,29571392514,96.93,1622913527,1773209
KBR37SL,11782891120,96.62,762617544,1522572
KBR38SL,7513957891,96.76,414511958,950306
KBR39SL,6339979895,96.17,274797453,664326
KBR3SL,4801013650,95.01,173044751,435301
KBR40SL,9858656832,97.68,645398071,1360127
KBR41SL,18029745368,97.9,1225613955,1789958
KBR4SL,6911352918,95.41,357221572,844873
KBR5SL,2566878625,94.74,53815196,141642
KBR6SL,10815721129,95.41,733060611,1496243
KBR7SL,4510769053,94.57,180455840,457654
KBR8SL,27486996067,95.47,1540759860,2013682
KBR9SL,3124407188,95.62,64535975,134734
KSI001,117718181,84.57,58762,174
KSI011,339223606,84.02,237932,675
QEPC004,40220593720,92.54,1693925921,1807804
QEPC005,28603678576,92.73,1331086083,2231070
QEPC027R,1629554999,89.57,22441652,61531
QEPC028R,13587318867,88.06,59781234,154957
QEPC045,30502926398,92.51,1361546396,2193715
QEPC046,35722298752,92.06,1615454532,2059139
QEPC091R,23601300083,90.15,831476279,1663642
QEPC092R,9914784796,89.63,49137466,114891
UG2018BL1,130813718,85.97,133556,296
UG2018BL10,1216819920,86.02,6053057,14495
UG2018BL11,1406294532,91.47,20038348,48756
UG2018BL12,8612144155,94.28,271192605,470188
UG2018BL13,26745888663,95.81,769515306,1275877
UG2018BL14,15868281403,93.54,630220819,1105511
UG2018BL15,5889842725,95.25,236808750,520707
UG2018BL16,18818589188,92.95,815703472,1335347
UG2018BL17,4292865544,95.23,206492801,413877
UG2018BL18,2452323530,95.73,72129660,146631
UG2018BL19,2333761199,95.63,58855962,133230
UG2018BL2,796221799,96.16,9944693,25640
UG2018BL20,5120583763,95.6,213833401,440034
UG2018BL21,1079802571,95.31,15918752,37722
UG2018BL22,5729040640,95.02,331443775,588893
UG2018BL23,2021020195,96.01,55563942,128275
UG2018BL24,14162376928,94.72,448670516,861711
UG2018BL3,6156424425,92.37,185177072,327123
UG2018BL4,5882035945,90.75,292767646,574736
UG2018BL5,13451786672,95.25,542245690,890689
UG2018BL6,19666295404,92.13,855196801,1384813
UG2018BL7,7092380716,95.96,264244210,527721
UG2018BL8,389667840,96.36,967696,2483
UG2018BL9,2620448511,95.67,65527809,151104
UGR1,2172339240,91.75,122880537,257879
UGR10,2905325398,90.78,128161486,284605
UGR11,12153881891,90.33,821046963,1033508
UGR12,5347509273,87.68,249209955,467990
UGR13,4102057917,87.46,185327966,354927
UGR14,6006085090,92.01,317678615,522222
UGR15,1496415421,90.27,39156556,79945
UGR16,1028062154,91.95,18957163,41873
UGR17,726691718,91.12,22279384,51249
UGR18,9162837890,90.62,428030059,842084
UGR19,7390229657,89.21,322433108,554972
UGR2,5102573196,88.94,151390444,326031
UGR20,2176824879,89.92,82431073,183182
UGR22,6206856395,90.99,368513613,555900
UGR23,26874101406,91.75,1653529635,2057109
UGR24,1333760351,90.01,29819214,67789
UGR25,12214851390,91.08,655136148,1140816
UGR26,8835335978,91.39,365344946,812932
UGR27,3087781537,88.96,125254709,278652
UGR28,6373660389,89.4,194482864,413342
UGR29,790724579,87.91,12438160,24307
UGR3,5781647585,91.43,371642452,681681
UGR30,1036273108,87.51,21627967,49852
UGR31,8489722080,87.02,298405165,530794
UGR32,3283368332,88.81,114681613,261186
UGR33,12262093817,90.46,609853840,882550
UGR34,3295647379,88.1,126596224,271372
UGR35,4446291217,90.13,159897190,345049
UGR36,19091051751,91.05,1139799279,1601129
UGR37,4834418826,87.17,251979173,464590
UGR38,19623676876,91,1009851019,1733143
UGR39,755769277,88.84,17604485,41657
UGR4,29335038846,94.47,1520751486,1743330
UGR40,4745747887,88.59,214055119,418085
UGR41,23721043586,95.97,1240573477,2014955
UGR42,2411457816,88.49,34144285,82940
UGR43,7390416720,91.11,340552295,664960
UGR44,9463929064,89.26,686518511,1004452
UGR45,2740863805,87.89,57434644,131276
UGR46,4746079500,89.56,231853152,487450
UGR47,5436762396,86.98,210610347,437516
UGR48,4079906782,89.54,160895570,344523
UGR49,7614727445,90.5,212298151,440422
UGR5,11133136858,90.33,643904999,971251
UGR50,4956293791,92.2,312025091,615549
UGR51,1091499796,89.15,28433395,60308
UGR52,19334377764,94.09,1367294891,1848113
UGR53,9119277504,89.7,388912717,634887
UGR55,16357169491,92.11,770152537,1053602
UGR56,14214198318,90.47,939641306,1160718
UGR57,13197338673,93.16,954650427,1516794
UGR59,20636017923,91.2,1096760053,1508886
UGR6,12596708820,93.21,491400652,803145
UGR61,1091281917,90.24,24308606,53465
UGR62,3222499070,92.49,117715116,263958
UGR63,29380722513,92.4,1819535176,2302673
UGR64,8996956052,92.66,508650588,668509
UGR65,11731395562,92.51,598147594,947871
UGR66,9302350410,92.14,572327194,937448
UGR67,2959837388,95.56,141037064,331165
UGR68,7345372797,92.2,564311105,825979
UGR69,567800253,92.93,13143098,28917
UGR7,9664829617,89.85,508055285,769295
UGR70,14365059405,91.2,1061665337,1448513
UGR71,5634735888,90.12,381109014,644417
UGR72,7079575210,90.33,452187386,790419
UGR73,3416788242,90.97,133362014,291925
UGR74,23999796140,91.41,1180522236,1660607
UGR75,575388145,87.83,12411835,26775
UGR76,14399620493,92.54,868317672,1127886
UGR77,41604230293,94.94,1672217991,1990144
UGR78,11382571488,92.16,795696119,1199785
UGR79,19342720129,90.85,1143625328,1260987
UGR8,13857399940,86.47,701556552,857402
UGR80,30766295077,93.25,1908588383,2170106
UGR81,1125884048,92.18,32187312,73760
UGR82,8188679759,92.4,528791940,825021
UGR83,15766020900,90.76,757733768,1360369
UGR84,10626957299,92.72,769215605,1221944
UGR85,9305258071,91.12,577377236,886835
UGR86,10263659395,87.14,341698140,677524
UGR87,20930432571,89.98,1010434426,1136027
UGR88,9827421640,88.43,694724797,1049936
UGR89,1112736612,92.13,38562233,91425
UGR9,6647082459,89.69,288141491,520843
UGR90,6426980892,92.81,242877727,470259
UGR91,23693956981,90.1,806117836,1095031
UGR92,3559539358,88.9,118450715,276347
UGR93,5493043644,92.9,313765190,591992
UGR94,2923876068,90.86,105449879,241603
UGR95,8382635915,91.71,507681253,829665
UR1,10335596419,90.86,50390449,132706
UR10,16935164974,93.29,469359915,1057148
UR11,3214414396,91.58,12942069,26668
UR12,29719072422,96.16,1588640331,1869331
UR13,8940082854,92.63,123159558,307002
UR14,9110142253,92.47,67688729,169235
UR15,11578484681,94.7,389779230,895314
UR16,7679426371,95.09,228567612,552515
UR17,10005040903,90.11,78866960,210317
UR18,10712516135,90.94,66622709,163355
UR19,6808916783,88.46,28088208,74069
UR2,9377589312,91.19,51023054,127201
UR20,9647470636,93.05,128490355,322385
UR21,15270194990,94.28,476051595,1067719
UR22,9394886569,92.03,97277521,224615
UR23,7665643060,90.44,19311095,32486
UR24,1033149532,92.88,15518951,35850
UR25,21581559418,94.62,1222466185,2051969
UR26,18611883259,94.7,1021431899,1907924
UR27,17753211974,94.44,708153071,1510179
UR28,12028592855,92.43,125438027,314688
UR29,9630971588,90.78,24571429,62681
UR3,14228512580,93.83,507677441,1149242
UR30,7790687428,91.72,34082644,84211
UR31,21239299224,94.51,1099012022,1990365
UR32,13331545795,94.64,567808177,1254750
UR33,12909210289,91.54,327887928,790963
UR34,12442828266,89.28,26242349,67354
UR35,16382043012,92.7,773220689,1605797
UR36,20143280816,92.74,1179571303,2004367
UR38,31498391698,92.88,1353490557,2059429
UR39,20079169518,93.6,1038026178,1925620
UR4,6091361851,90.16,17094414,42021
UR41,15548859552,92.99,559715407,1241419
UR42,10400619372,90.26,57355134,143525
UR43,851848566,91.41,9215366,25764
UR44,34832343403,95.03,1692790541,1702016
UR45,18351550273,93.22,857504494,1738401
UR46,10698023067,91.12,174721219,429976
UR47,11253325138,91.92,230336112,557291
UR48,11959240098,92.05,243929449,580371
UR49,11918463472,93.45,277563290,672049
UR5,30608413356,95.58,1661212552,1561075
UR50,30474888209,96.7,1599787838,1891111
UR51,11739482263,95.17,412745178,952691
UR52,16509839349,95.61,800298339,1618205
UR53,19122757818,95.59,860472289,1715761
UR6,11373623067,93.47,224571199,548186
UR7,9379910223,92.06,54736044,133837
UR9,13899660673,94.68,599768202,1315450
URA10SL,2674751283,96.54,78325868,204200
URA11SL,1231439809,96.29,19386786,51030
URA12SL,44125539596,97.48,1707916830,1559049
URA13SL,7928096126,96.03,453995038,1042518
URA14SL,41339838701,97.73,1668529106,1551796
URA15SL,4344273491,95.7,125492900,324853
URA16SL,7116640417,97.44,529407568,1185847
URA17SL,5381744816,97.88,309316581,737744
URA18SL,31736339545,96.76,1656855191,1596335
URA19SL,11202662568,96.69,712673343,1507282
URA1SL,1746680853,95.6,30928830,85105
URA2018001Int,4769669116,92.96,129316639,328839
URA2018002Int,25714127990,95.33,1504622327,1800891
URA2018003Int,2947187941,93.99,140804602,370173
URA2018004Int,7829540590,91.48,489129511,1121767
URA2018005Int,12553627625,95.72,1012548157,1857938
URA2018006Int,24199807544,94.7,1547801473,1888589
URA2018007Int,3981760755,93.08,184788088,471324
URA2018008Int,17073760669,94.98,1057330736,1773605
URA2018010Int,9542631686,92.46,400651259,938719
URA2018011Int,6924226751,93.8,320556853,731641
URA2018012Int,32112860741,94.39,1519512294,1690694
URA2018013Int,11535263626,91.88,579524389,1273956
URA2018014Int,3302025037,93.48,167358691,431029
URA2018015Int,8072647870,92.18,305726951,712529
URA2018016Int,28449842795,94.52,1269482574,1663621
URA2018017Int,9537924298,93.23,685548837,1446325
URA2018018Int,11590498612,91.23,334500904,787766
URA2018019Int,13467177652,93.99,713070438,1487606
URA2018021Int,7338524820,93.54,164431179,422417
URA2018022Int,3041828601,93.58,50781673,138928
URA2018023Int,5415874734,91.64,37759920,103748
URA2018024Int,4400424852,89.82,54158116,143372
URA20SL,8300815824,95.44,524223192,1179840
URA21SL,10487985275,95.29,773461111,1598374
URA22SL,8831031288,92.28,349649233,835420
URA23SL,12597329166,96.53,964798522,1860501
URA24SL,1244144767,95.33,18079795,50506
URA2SL,47141831849,97.92,1705424421,1272672
URA3SL,9967418208,96.93,731069318,1520792
URA4SL,3804723203,96.95,156808280,394518
URA5SL,41497167115,97.09,1661887898,1542289
URA6SL,10393732021,97.8,767228679,1588140
URA7SL,9450533669,97.53,680891763,1438503
URA8SL,17738828994,97.41,1213957989,2061852
URAKH1,3669570609,93.53,108336332,186794
URAKH10,568825566,94.43,6506324,14553
URAKH11,4495603311,91.54,214531162,326525
URAKH12,5625432163,93.42,168722532,277680
URAKH13,9117503798,94.62,171619874,257681
URAKH15,3454765315,94.79,75073600,140755
URAKH16,3315112464,86.9,122656391,227430
URAKH17,5098153889,92.22,138999745,245970
URAKH18,959725048,95.59,13444041,32536
URAKH19,2587664705,90.72,54900314,109672
URAKH2,7894354521,93.59,201988397,316139
URAKH20,2097063637,94.07,39534477,82490
URAKH21,607523707,95.32,5525590,14103
URAKH22,251984008,95.05,839899,2066
URAKH23,803556004,93.56,8036806,19691
URAKH24,3441256146,94.65,65798352,132427
URAKH3,7336959422,93,211990931,294483
URAKH4,2314271897,93.8,66169880,120794
URAKH5,3020475065,93.58,50774191,97017
URAKH6,7578575858,91.41,319091790,421177
URAKH7,1507447103,94.96,42155404,86264
URAKH8,1567440852,94.86,29462649,62740
URAKH9,1466927452,93.54,35442678,71634
UV1,51781494256,96.26,1771777204,1547696
UV10,6884386349,90.16,8388171,20949
UV11,8257660475,92.34,84231707,219678
UV12,30790028678,95.73,1355921397,2232765
UV13,11135140824,95.2,411211676,954233
UV15,9710709107,92.76,119926048,267046
UV16,12416945112,94.87,503557471,1100129
UV17,9013203357,93.46,201998850,479518
UV18,26015576366,95.65,1357055558,2282997
UV19,14616200846,94.9,777983193,1609546
UV2,22385449810,96.33,1094974779,2048801
UV22,20584456839,95.65,1129993869,2048107
UV23,13046497064,92.88,441121252,1027176
UV24,22827788065,93.5,1098668083,2070878
UV25,20626356657,94.06,986478865,1930847
UV26,18044541884,93.17,823131260,1727263
UV27,37105893279,93.8,1378508414,2297429
UV28,24400785217,93.83,1184110723,2165062
UV29,30553611948,95.11,1443418827,2141347
UV30,24019116674,94.67,1099617440,1951144
UV31,34305934209,91.89,1480937938,2307645
UV32,14969290933,90.54,262951762,642100
UV33,32328053097,92.16,1559221587,2093114
UV34,28519867285,91.27,1080894758,2040101
UV35,31452650940,91.65,1245858711,2170739
UV36,29926134771,92.46,1229097408,2139455
UV37,30056078278,92.35,1323115994,2258093
UV38,8070470724,91,78012229,191399
UV39,36199364700,94.29,1654364310,2205736
UV4,23596541243,95.84,1325191076,2207112
UV40,16146737666,91.8,492598338,1117613
UV41,28465770097,94.47,1498044089,2386774
UV42,23445402270,93.64,1235362756,2134300
UV43,25093828141,93.03,1224225303,2149524
UV44,31310566631,94.53,1463849485,2398442
UV5,17840634992,95.97,869897205,1729309
UV6,12105503438,92.88,205715007,518942
UV7,6669864111,92.7,51033839,114682
UV8,17083361348,94.18,542406011,1226429
UV9,7612777121,93.43,131127496,311022
